JUD,CE,TIP_PV,CODU,DEN_CIRC,DEN1_FP,DEN2_FP,DEN3_FP,DEN4_FP,NPOZ,TA,TAPU,MAJA,MAJV,TVVE,TVN,VVE,MCF1,MCF2,N_CONS_L,DATA,X_CONS_L
1,8,2,36,,PARTIDUL ALIANTEI CIVICE,,,,3,0,0,0,0,0,0,1551,2,1,,2 iunie,3
1,8,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,4,0,0,0,0,0,0,1070,1,1,,2 iunie,2
1,8,2,97,,PARTIDUL ROMANIA MARE,,,,5,0,0,0,0,0,0,214,0,0,,2 iunie,0
1,8,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,6,0,0,0,0,0,0,2703,4,1,,2 iunie,5
1,8,2,69,,PARTIDUL NATIONAL AL,AUTOMOBILISTILOR DIN ROMANIA,,,7,0,0,0,0,0,0,126,0,0,,2 iunie,0
1,8,2,115,,PARTIDUL UNITATII NATIONALE,ROMANE,,,8,0,0,0,0,0,0,1667,2,1,,2 iunie,3
1,8,2,104,,PARTIDUL SOCIALIST AL MUNCII,,,,9,0,0,0,0,0,0,512,0,1,,2 iunie,1
1,8,2,136,,UNIUNEA SOCIAL DEMOCRATA,PD(FSN) - PSDR,,,10,0,0,0,0,0,0,1742,3,0,,2 iunie,3
1,8,2,41,,PARTIDUL DEMOCRAT AGRAR DIN,ROMANIA,,,11,0,0,0,0,0,0,400,0,1,,2 iunie,1
1,8,2,86,,PARTIDUL RELANSARII SOCIALE,,,,12,0,0,0,0,0,0,67,0,0,,2 iunie,0
1,8,2,34,,"PARTIDUL ""NOUA ROMANIE""",,,,13,0,0,0,0,0,0,229,0,0,,2 iunie,0
1,8,2,138,,PARTIDUL SOCIALIST,,,,14,0,0,0,0,0,0,256,0,0,,2 iunie,0
1,8,2,27,,MISCAREA ECOLOGISTA DIN ROMANIA,,,,15,0,0,0,0,0,0,258,0,1,,2 iunie,1
1,8,2,999,,CARCOANA IONEL,CANDIDAT INDEPENDENT,,,16,0,0,0,0,0,0,463,0,1,,2 iunie,1
1,8,2,999,,BISCA ELEONORA,CANDIDAT INDEPENDENT,,,17,0,0,0,0,0,0,89,0,0,,2 iunie,0
1,8,2,999,,WEINER RADU,CANDIDAT INDEPENDENT,,,18,0,0,0,0,0,0,94,0,0,,2 iunie,0
1,9,2,0,ORAS TEIUS,,,,,0,5637,3311,2819,0,3084,227,3084,11,6,17,2 iunie,17
1,9,2,36,,PARTIDUL ALIANTEI CIVICE,,,,1,0,0,0,0,0,0,42,0,0,,2 iunie,0
1,9,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,2,0,0,0,0,0,0,831,4,1,,2 iunie,5
1,9,2,136,,UNIUNEA SOCIAL DEMOCRATA,PD(FSN) - PSDR,,,3,0,0,0,0,0,0,215,1,0,,2 iunie,1
1,9,2,41,,PARTIDUL DEMOCRAT AGRAR DIN,ROMANIA,,,4,0,0,0,0,0,0,32,0,0,,2 iunie,0
1,9,2,115,,PARTIDUL UNITATII NATIONALE,ROMANE,,,5,0,0,0,0,0,0,870,4,1,,2 iunie,5
1,9,2,27,,MISCAREA ECOLOGISTA DIN ROMANIA,,,,6,0,0,0,0,0,0,90,0,0,,2 iunie,0
1,9,2,75,,PARTIDUL NATIONAL LIBERAL,(CAMPEANU),,,7,0,0,0,0,0,0,68,0,0,,2 iunie,0
1,9,2,62,,PARTIDUL LIBERAL - 1993,,,,8,0,0,0,0,0,0,108,0,1,,2 iunie,1
1,9,2,104,,PARTIDUL SOCIALIST AL MUNCII,,,,9,0,0,0,0,0,0,132,0,1,,2 iunie,1
1,9,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,10,0,0,0,0,0,0,434,2,0,,2 iunie,2
1,9,2,128,,UNIUNEA DEMOCRATA MAGHIARA DIN,ROMANIA,,,11,0,0,0,0,0,0,113,0,1,,2 iunie,1
1,9,2,999,,RADU ILARIE,CANDIDAT INDEPENDENT,,,12,0,0,0,0,0,0,149,0,1,,2 iunie,1
1,10,2,0,ORAS ZLATNA,,,,,0,7238,4654,3620,0,4402,252,4402,13,4,17,2 iunie,17
1,10,2,136,,UNIUNEA SOCIAL DEMOCRATA,PD(FSN) - PSDR,,,1,0,0,0,0,0,0,396,1,0,,2 iunie,1
1,10,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,2,0,0,0,0,0,0,465,1,1,,2 iunie,2
1,10,2,36,,PARTIDUL ALIANTEI CIVICE,,,,3,0,0,0,0,0,0,1736,6,1,,2 iunie,7
1,10,2,41,,PARTIDUL DEMOCRAT AGRAR DIN,ROMANIA,,,4,0,0,0,0,0,0,157,0,1,,2 iunie,1
1,10,2,27,,MISCAREA ECOLOGISTA DIN ROMANIA,,,,5,0,0,0,0,0,0,107,0,0,,2 iunie,0
1,10,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,6,0,0,0,0,0,0,1177,4,1,,2 iunie,5
1,10,2,115,,PARTIDUL UNITATII NATIONALE,ROMANE,,,7,0,0,0,0,0,0,305,1,0,,2 iunie,1
1,10,2,999,,BRICIU IOAN,CANDIDAT INDEPENDENT,,,8,0,0,0,0,0,0,59,0,0,,2 iunie,0
1,11,2,0,ALBAC,,,,,0,1823,1102,912,0,932,170,932,5,6,11,2 iunie,11
1,11,2,34,,"PARTIDUL ""NOUA ROMANIE""",,,,1,0,0,0,0,0,0,42,0,1,,2 iunie,1
1,11,2,115,,PARTIDUL UNITATII NATIONALE,ROMANE,,,2,0,0,0,0,0,0,163,1,1,,2 iunie,2
1,11,2,136,,UNIUNEA SOCIAL DEMOCRATA,PD(FSN) - PSDR,,,3,0,0,0,0,0,0,40,0,1,,2 iunie,1
1,11,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,4,0,0,0,0,0,0,25,0,0,,2 iunie,0
1,11,2,27,,MISCAREA ECOLOGISTA DIN ROMANIA,,,,5,0,0,0,0,0,0,84,1,0,,2 iunie,1
1,11,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,6,0,0,0,0,0,0,205,2,0,,2 iunie,2
1,11,2,69,,PARTIDUL NATIONAL AL,AUTOMOBILISTILOR DIN ROMANIA,,,7,0,0,0,0,0,0,75,0,1,,2 iunie,1
1,11,2,999,,COSTEA GHE.FLORINEL,CANDIDAT INDEPENDENT,,,8,0,0,0,0,0,0,63,0,1,,2 iunie,1
1,11,2,999,,PETREA IOSIF PETRISO,CANDIDAT INDEPENDENT,,,9,0,0,0,0,0,0,151,1,0,,2 iunie,1
1,11,2,999,,TODEA BARBU NICOLAE,CANDIDAT INDEPENDENT,,,10,0,0,0,0,0,0,70,0,1,,2 iunie,1
1,11,2,999,,PASCA VIOREL,CANDIDAT INDEPENDENT,,,11,0,0,0,0,0,0,14,0,0,,2 iunie,0
1,12,2,0,ALMASU MARE,,,,,0,1635,1029,818,0,947,82,947,6,5,11,2 iunie,11
1,12,2,36,,PARTIDUL ALIANTEI CIVICE,,,,1,0,0,0,0,0,0,87,1,0,,2 iunie,1
1,12,2,115,,PARTIDUL UNITATII NATIONALE,ROMANE,,,2,0,0,0,0,0,0,136,1,1,,2 iunie,2
1,12,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,3,0,0,0,0,0,0,98,1,0,,2 iunie,1
1,12,2,136,,UNIUNEA SOCIAL DEMOCRATA,PD(FSN) - PSDR,,,4,0,0,0,0,0,0,51,0,1,,2 iunie,1
1,12,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,5,0,0,0,0,0,0,251,2,1,,2 iunie,3
1,12,2,27,,MISCAREA ECOLOGISTA DIN ROMANIA,,,,6,0,0,0,0,0,0,106,1,0,,2 iunie,1
1,12,2,999,,ACHIM ELILIAN,CANDIDAT INDEPENDENT,,,7,0,0,0,0,0,0,70,0,1,,2 iunie,1
1,12,2,999,,DANCIU PETRU,CANDIDAT INDEPENDENT,,,8,0,0,0,0,0,0,62,0,1,,2 iunie,1
1,12,2,999,,SUSAN PETRU,CANDIDAT INDEPENDENT,,,9,0,0,0,0,0,0,14,0,0,,2 iunie,0
